AALR3.SA
SEER3.SA
SGPS3.SA
SHOW3.SA
SHPH11.SA
SHUL4.SA
SLCE3.SA
SLED3.SA
SLED4.SA
SMAL11.SA
SMLS3.SA
SMTO3.SA
SNSL3.SA
SPTW11.SA
SSBR3.SA
STBP3.SA
SULA11.SA
SUZB3.SA
TAEE11.SA
TAEE3.SA
TAEE4.SA
TBOF11.SA
TCNO3.SA
TCNO4.SA
TCSA3.SA
TECN3.SA
TEKA4.SA
TELB3.SA
TELB4.SA
TEND3.SA
TGMA3.SA
THRA11.SA
TIET11.SA
TIET3.SA
TIET4.SA
TIMP3.SA
TOTS3.SA
TOYB3.SA
TOYB4.SA
TPIS3.SA
TRIS3.SA
TRPL3.SA
TRPL4.SA
TRPN3.SA
TRXL11.SA
TUPY3.SA
TWXB34.SA
UCAS3.SA
UGPA3.SA
UNIP3.SA
UNIP5.SA
UNIP6.SA
USIM3.SA
USIM5.SA
VALE3.SA
VISA34.SA
VIVR3.SA
VIVT3.SA
VIVT4.SA
VLID3.SA
VLOL11.SA
VRTA11.SA
VULC3.SA
VVAR11.SA
VVAR3.SA
VVAR4.SA
WALM34.SA
WEGE3.SA
WFCO34.SA
WHRL3.SA
WHRL4.SA
WIZS3.SA
WLMM4.SA
WPLZ11B.SA
WSON33.SA
XPCM11.SA
XPOM11.SA
XTED11.SA
COGN3.SA
BIDI4.SA
